字,音,反切,聲母,韻母,聲調,開合口,攝,等第,,,,,,,,,,,,,,,,,,,i
撕,si1,息移,心,支,平,開,止,三等,兩韻皆有,,,,,,,,,,,,,,,,,,
撒,sat7,桑割,心,曷,入,開,山,一等,,,,,,,,,,,,,,,,,,,
趣,tshu6,七句,清,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
趟,dzian5,猪孟,知,庚,去,開,梗,二等,鮮見，尚有別音,,,,,,,,,,,,,,,,,,
撐,tshian1,丑庚,徹,庚,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
播,bua6,補過,幫 ,戈,去,合,果,一等,,,,,,,,,,,,,,,,,,,
撞,dzong5,直絳,澄,江,去,開,江,二等,,,,,,,,,,,,,,,,,,,
撤,tshiat,丑列,徹,薛,入,開,山,三等,,,,,,,,,,,,,,,,,,,
增,dzan1,作縢,精,登,平,開,曾,一等,,,,,,,,,,,,,,,,,,,
甑,dzan6,子孕,精,蒸,去,開,曾,三等,飯甑,,,,,,,,,,,,,,,,,,
聰,tshaong1,倉紅,清,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
鞋,ai2,戸佳,匣,佳,平,開,蟹,二等,,,,,,,,,,,,,,,,,,,
蕉,dzieu1,即消,精,宵,平,開,效,三等,,,,,,,,,,,,,,,,,,,
蔬,sv1,所葅,生,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
橫,uan2 uan6,户盲,匣,庚,平,合,梗,二等,,,,,,,,,,,,,,,,,,,
橫,uan6,户孟,匣,庚,去,合,梗,二等,,,,,,,,,,,,,,,,,,,
槽,zau2,昨勞,從,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
櫻,ian1,烏莖,影,耕,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
橡,zioong3,徐兩,邪,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
飄,pieu1,撫招,滂,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
醋,tsho6,倉故,清,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
醉,dzui6,將遂,精,脂,去,合,止,三等,,,,,,,,,,,,,,,,,,,
震,dzen6,章刃,章,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
黴,mi2,武悲,明,脂,平,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
瞞,muang2,母官,明,桓,平,合,山,一等,,,,,,,,,,,,,,,,,,,
題,dei2,杜奚,定,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
暴,bau5,薄報,並,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
暴,bouk7,蒲木,並,屋,入,合,通,一等,,,,,,,,,,,,,,,,,,,
瞎,hat7,許鎋,曉,鎋,入,開,山,二等,,,,,,,,,,,,,,,,,,,
影,ian4,於丙,影,庚,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
踢,theik7,他歷,透,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
踏,dap7,他合,透,合,入,開,咸,一等,原為thap7，南方各方言中均為d聲母，以之爲準,,,,,,,,,,,,,,,,,,
踩,tshai4,,清,咍,上,開,蟹,一等,,,,,,,,,,,,,,,,,,,
蹤,dzaong1,即容,精,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
蝶,diap8,徒協,定,帖,入,開,咸,四等,,,,,,,,,,,,,,,,,,,
蝴,o2,戸吳,匣,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
囑,dzok7,之欲,章,燭,入,合,通,三等,,,,,,,,,,,,,,,,,,,
墨,mok7,莫北,明,德,入,開,曾,一等,,,,,,,,,,,,,,,,,,,
鎮,dzen6,陟刃,知,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
靠,khau6,苦到,溪,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
稻,dau3,徒晧,定,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
黎,li2,郎奚,來,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
稿,gau4,古老,見,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
稼,ga6,古訝,見,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
箱,sioong1,息良,心,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
箭,dzien6,子賤,精,仙,去,開,山,三等,,,,,,,,,,,,,,,,,,,
篇,phien1,芳連,滂,仙,平,開,山,重钮四等,,,,,,,,,,,,,,,,,,,
僵,gioong1,居良,見,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
躺,thong4,坦朗,透,唐,上,開,宕,一等,,,,,,,,,,,,,,,,,,,
僻,pheik8,芳辟,滂,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
德,dok7,多則,端,德,入,開,曾,一等,,,,,,,,,,,,,,,,,,,
艘,sio1,蘇彫,心,蕭,平,開,效,四等,,,,,,,,,,,,,,,,,,,
膝,sit7,息七,心,質,入,開,臻,三等,,,,,,,,,,,,,,,,,,,
膛,dong2,徒郎,定,唐,平,開,宕,一等,需查韻書。吳閩方言中有對應d聲母，以之爲準,,,,,,,,,,,,,,,,,,
熟,zouk7,殊六,禪,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
摩,mua2,莫婆,明,戈,平,合,果,一等,另有去聲,,,,,,,,,,,,,,,,,,
顏,ngang2,五姦,疑,删,平,開,山,二等,,,,,,,,,,,,,,,,,,,
毅,ngi5,魚旣,疑,微,去,開,止,三等,,,,,,,,,,,,,,,,,,,
糊,o2,戸吳,匣,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
遵,dzun1,將倫,精,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
潛,ziem2,昨鹽,從,鹽,平,開,咸,三等,,,,,,,,,,,,,,,,,,,
潮,dzieu2,直遙,澄,宵,平,開,效,三等,,,,,,,,,,,,,,,,,,,
懂,daong4,多動,端,東,上,合,通,一等,,,,,,,,,,,,,,,,,,,
額,ngak8,五陌,疑,陌,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
慰,ui6,於胃,影,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
劈,pheik7,普擊,滂,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
操,tshau1,七刀,清,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
燕,ien6 ien1,於甸,影,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
燕,ien1,烏前,影,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
薯,zv6,常恕,禪,魚,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
薪,sen1,息鄰,心,真,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
薄,bok7,傍各,並,鐸,入,開,宕,一等,,,,,,,,,,,,,,,,,,,
顛,dien1,都年,端,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
橘,guit8,居聿,見,術,入,合,臻,重钮四等,,,,,,,,,,,,,,,,,,,
整,dzan4,之郢,章,清,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
融,iaong2,以戎,以,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
醒,sian4,蘇挺,心,青,上,開,梗,四等,,,,,,,,,,,,,,,,,,,
餐,tshang1,七安,清,寒,平,開,山,一等,,,,,,,,,,,,,,,,,,,
嘴,dzui4,即委,精,支,上,合,止,三等,,,,,,,,,,,,,,,,,,,
蹄,dei2,杜奚,定,齊,平,開,蟹,四等,,,,,,,,,,,,,,,,,,,
器,khi6,去冀,溪,脂,去,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
贈,zan5,昨亘,從,登,去,開,曾,一等,,,,,,,,,,,,,,,,,,,
默,mok7,莫北,明,德,入,開,曾,一等,,,,,,,,,,,,,,,,,,,
鏡,gian6,居慶,見,庚,去,開,梗,三等,,,,,,,,,,,,,,,,,,,
贊,dzang5,則旰,精,寒,去,開,山,一等,,,,,,,,,,,,,,,,,,,
籃,lam2,魯甘,來,談,平,開,咸,一等,,,,,,,,,,,,,,,,,,,
邀,ieu1,於霄,影,宵,平,開,效,重钮四等,,,,,,,,,,,,,,,,,,,
衡,uan2,户庚,匣,庚,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
膨,ban2,薄庚,並,庚,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
雕,dio1,都聊,端,蕭,平,開,效,四等,,,,,,,,,,,,,,,,,,,
磨,mua2,莫婆,明,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
凝,ngian2,魚陵,疑,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
辨,bien3 bang3,符蹇,並,仙,上,開,山,重钮三等,,,,,,,,,,,,,,,,,,,
辨,bang3,蒲莧,並,山,去,開,山,二等,,,,,,,,,,,,,,,,,,,
辯,bien3,符蹇,並,仙,上,開,山,重钮三等,,,,,,,,,,,,,,,,,,,
糖,dong2,徒郎,定,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
糕,gau1,古勞,見,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
燃,nien2,如延,日,仙,平,開,山,三等,,,,,,,,,,,,,,,,,,,
澡,dzau4,子晧,精,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
激,geik7,古歷,見,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
懶,lang3,落旱,來,寒,上,開,山,一等,,,,,,,,,,,,,,,,,,,
壁,beik8,北激,幫,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
避,bi5,毗義,並,支,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
繳,gio4 dzok7,古了,見,蕭,上,開,效,四等,,,,,,,,,,,,,,,,,,,
繳,dzok7,之若,章,藥,入,開,宕,三等,？,,,,,,,,,,,,,,,,,,
戴,dai6,都代,端,咍,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
擦,tshat7,七曷,清,曷,入,開,山,一等,,,,,,,,,,,,,,,,,,,
鞠,gouk7,渠竹,群,屋,入,合,通,三等,,,,,,,,,,,,,,,,,,,
藏,zong2 zong6,昨郎,從,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
藏,zong6,徂浪,從,唐,去,開,宕,一等,,,,,,,,,,,,,,,,,,,
霜,song1,色莊,生,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
霞,a2,胡加,匣,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
瞧,zieu2,慈消,從,宵,平,開,效,三等,,,,,,,,,,,,,,,,,,,
蹈,dau5,徒到,定,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
螺,lua2,落戈,來,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
穗,zui5,徐醉,邪,脂,去,合,止,三等,,,,,,,,,,,,,,,,,,,
繁,vuan2,附袁,奉,元,平,合,山,三等,,,,,,,,,,,,,,,,,,,
辮,bien3,薄泫,並,先,上,開,山,四等,,,,,,,,,,,,,,,,,,,
贏,ian2,以成,以,清,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
糟,dzau1,作曹,精,豪,平,開,效,一等,,,,,,,,,,,,,,,,,,,
糠,khong1,苦岡,溪,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
燥,sau6,先到,心,豪,去,開,效,一等,縉雲話：口燥,,,,,,,,,,,,,,,,,,
臂,bi6,卑義,幫,支,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
翼,ieik8,與職,以,職,入,開,曾,三等,,,,,,,,,,,,,,,,,,,
驟,ziu5,鋤祐,崇,尤,去,開,流,三等,,,,,,,,,,,,,,,,,,,
鞭,bien1,卑連,幫,仙,平,開,山,重钮四等,,,,,,,,,,,,,,,,,,,
覆,fouk7 fiu6,芳福,敷,屋,入,合,通,三等,？,,,,,,,,,,,,,,,,,,
覆,fiu6,敷救,敷,尤,去,開,流,三等,,,,,,,,,,,,,,,,,,,
蹦,無載,,,,,,,,,,,,,,,,,,,,,,,,,,
鐮,liem2,力鹽,來,鹽,平,開,咸,三等,,,,,,,,,,,,,,,,,,,
翻,fuan1,孚袁,敷,元,平,合,山,三等,,,,,,,,,,,,,,,,,,,
鷹,ian1,於陵,影,蒸,平,開,曾,三等,an？ian？,,,,,,,,,,,,,,,,,,
警,gian4,居影,見,庚,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
攀,phang1,普班,滂,删,平,開,山,二等,,,,,,,,,,,,,,,,,,,
蹲,zun1,徂尊,從,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
顫,dzien5,之膳,章,仙,去,開,山,三等,縉雲話jian5,,,,,,,,,,,,,,,,,,
瓣,bang6,蒲莧,並,山,去,開,山,二等,,,,,,,,,,,,,,,,,,,
爆,bao5 bok7,北敎,幫,肴,去,開,效,二等,,,,,,,,,,,,,,,,,,,
爆,bok7,北角,幫,覺,入,開,江,二等,,,,,,,,,,,,,,,,,,,
疆,gioong1,居良,見,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
壤,njioong4,如兩,日,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
耀,ieu5,弋照,以,宵,去,開,效,三等,,,,,,,,,,,,,,,,,,,
躁,dzau6,則到,精,豪,去,開,效,一等,,,,,,,,,,,,,,,,,,,
嚼,ziok7,在爵,從,藥,入,開,宕,三等,,,,,,,,,,,,,,,,,,,
嚷,njioong4,如兩,日,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
籍,zeik7,秦昔,從,昔,入,開,梗,三等,,,,,,,,,,,,,,,,,,,
魔,mua2,莫婆,明,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
灌,guang6,古玩,見,桓,去,合,山,一等,,,,,,,,,,,,,,,,,,,
蠢,tshun4,尺尹,昌,諄,上,合,臻,三等,,,,,,,,,,,,,,,,,,,
霸,ba6,必駕,幫,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
露,lo5,洛故,來,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
囊,nong2,奴當,泥,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
罐,guang6,古玩,見,桓,去,合,山,一等,,,,,,,,,,,,,,,,,,,
匕,bi4,卑履,幫,脂,上,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
刁,dio1,都聊,端,蕭,平,開,效,四等,,,,,,,,,,,,,,,,,,,
丐,gai6,古太,見,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
歹,ngat7,五割,疑,曷,入,開,山,一等,,,,,,,,,,,,,,,,,,,
戈,gua1,古禾,見,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
夭,ieu1 au3,於喬,影,宵,平,開,效,重钮三等,,,,,,,,,,,,,,,,,,,
夭,au3,烏晧,影,豪,上,開,效,一等,,,,,,,,,,,,,,,,,,,
侖,lun2,力迍,來,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
譏,gi1,居依,見,微,平,開,止,三等,,,,,,,,,,,,,,,,,,,
冗,njiaong4,而隴,日,鍾,上,合,通,三等,,,,,,,,,,,,,,,,,,,
鄧,dan5,徒亘,定,登,去,開,曾,一等,,,,,,,,,,,,,,,,,,,
艾,ngai5,五蓋,疑,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
夯,hong1,虚江,曉,江,平,開,江,二等,,,,,,,,,,,,,,,,,,,
凸,duat7,陀骨,定,没,入,合,臻,一等,,,,,,,,,,,,,,,,,,,
盧,lo2,落胡,來,模,平,合,遇,一等,,,,,,,,,,,,,,,,,,,
叭,phat7,普八,滂,黠,入,開,山,二等,,,,,,,,,,,,,,,,,,,
嘰,gi1,居依,見,微,平,開,止,三等,,,,,,,,,,,,,,,,,,,
皿,mian3,武永,明,庚,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
凹,ao1,於交,影,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
囚,ziu2,似由,邪,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
矢,si4,式視,書,脂,上,開,止,三等,,,,,,,,,,,,,,,,,,,
乍,za5,鋤駕,崇,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
爾,nji3,兒氏,日,支,上,開,止,三等,,,,,,,,,,,,,,,,,,,
馮,vaong2 bian2,房戎,奉,東,平,合,通,三等,,,,,,,,,,,,,,,,,,,
馮,bian2,扶冰,並,蒸,平,開,曾,三等,,,,,,,,,,,,,,,,,,,
玄,uen2,胡涓,匣,先,平,合,山,四等,,,,,,,,,,,,,,,,,,,
邦,bong1,博江,幫,江,平,開,江,二等,,,,,,,,,,,,,,,,,,,
迂,u1,憶俱,影,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
邢,ian2,戸經,匣,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
芋,u5,王遇,云,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
芍,ziok7,市若,禪,藥,入,開,宕,三等,,,,,,,,,,,,,,,,,,,
吏,li5,力置,來,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
夷,i2,以脂,以,脂,平,開,止,三等,,,,,,,,,,,,,,,,,,,
籲,iju5,羊戍,以,虞,去,合,遇,三等,,,,,,,,,,,,,,,,,,,
呂,lv3,力舉,來,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
吆,io1,伊堯,影,蕭,平,開,效,四等,,,,,,,,,,,,,,,,,,,
屹,ngut7,魚迄,疑,迄,入,開,臻,三等,,,,,,,,,,,,,,,,,,,
廷,dian2,特丁,定,青,平,開,梗,四等,,,,,,,,,,,,,,,,,,,
迄,hut7,許訖,曉,迄,入,開,臻,三等,,,,,,,,,,,,,,,,,,,
臼,giu3,其九,群,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
仲,dziaong5,直衆,澄,東,去,合,通,三等,,,,,,,,,,,,,,,,,,,
倫,lun2,力迍,來,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
伊,i1,於脂,影,脂,平,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
肋,lok7,盧則,來,德,入,開,曾,一等,,,,,,,,,,,,,,,,,,,
旭,hiok7,許玉,曉,燭,入,合,通,三等,,,,,,,,,,,,,,,,,,,
匈,hiaong1,許容,曉,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
鳧,vu2,防無,奉,虞,平,合,遇,三等,鳧水,,,,,,,,,,,,,,,,,,
妝,dzong1,側羊,莊,陽,平,開,宕,三等,,,,,,,,,,,,,,,,,,,
亥,ai3,胡改,匣,咍,上,開,蟹,一等,,,,,,,,,,,,,,,,,,,
汛,sen6,息晉,心,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
諱,hui6,許貴,曉,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
訝,nga6,吾駕,疑,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
訛,ngua2,五禾,疑,戈,平,合,果,一等,,,,,,,,,,,,,,,,,,,
訟,zaong5,似用,邪,鍾,去,合,通,三等,,,,,,,,,,,,,,,,,,,
訣,guat7,古穴,見,屑,入,合,山,四等,,,,,,,,,,,,,,,,,,,
弛,si3,施是,書,支,上,開,止,三等,,,,,,,,,,,,,,,,,,,
阱,zian4,疾郢,從,清,上,開,梗,三等,,,,,,,,,,,,,,,,,,,
馱,da2,徒河,定,歌,平,開,果,一等,,,,,,,,,,,,,,,,,,,
馴,zun2,詳遵,邪,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
紉,nijen2,女鄰,娘,真,平,開,臻,三等,,,,,,,,,,,,,,,,,,,
玖,giu4,舉有,見,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
瑪,ma3,母下,明,麻,上,開,假,二等,,,,,,,,,,,,,,,,,,,
韌,njen5,而振,日,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
摳,khu1,豈俱,溪,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
扼,ak7,於革,影,麥,入,開,梗,二等,,,,,,,,,,,,,,,,,,,
汞,aong4,胡孔,匣,東,上,合,通,一等,,,,,,,,,,,,,,,,,,,
扳,bang1,布還,幫,删,平,開,山,二等,,,,,,,,,,,,,,,,,,,
掄,lun2,力迍,來,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
坎,kham4,苦感,溪,覃,上,開,咸,一等,,,,,,,,,,,,,,,,,,,
塢,o3,安古,影,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
抑,ieik8,於力,影,職,入,開,曾,三等,,,,,,,,,,,,,,,,,,,
擬,ngi3,魚紀,疑,之,上,開,止,三等,,,,,,,,,,,,,,,,,,,
抒,sv1,傷魚,書,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
芙,vu2,防無,奉,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
蕪,mu2,武夫,微,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
葦,ui4,于鬼,云,微,上,合,止,三等,,,,,,,,,,,,,,,,,,,
芥,gai6,古拜,見,皆,去,開,蟹,二等,,,,,,,,,,,,,,,,,,,
芯,sim1,思林,心,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
芭,ba1,伯加,幫,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
杖,dzioong4,直兩,澄,陽,上,開,宕,三等,,,,,,,,,,,,,,,,,,,
杉,sam1,所咸,生,咸,平,開,咸,二等,,,,,,,,,,,,,,,,,,,
巫,mu1,武夫,微,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
杈,tsha1 tsha6,初牙,初,麻,平,開,假,二等,,,,,,,,,,,,,,,,,,,
杈,tsha6,楚嫁,初,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
甫,fu4,方矩,非,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
匣,ap8,胡甲,匣,狎,入,開,咸,二等,,,,,,,,,,,,,,,,,,,
軒,huen1,虚言,曉,元,平,開,山,三等,,,,,,,,,,,,,,,,,,,
鹵,lo3,郎古,來,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
肖,sieu6,私妙,心,宵,去,開,效,三等,,,,,,,,,,,,,,,,,,,
吱,khi1,去智,溪,支,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
吠,vuai6,符廢,奉,廢,去,合,蟹,三等,,,,,,,,,,,,,,,,,,,
嘔,eu1 eu3,烏侯,影,侯,平,開,流,一等,,,,,,,,,,,,,,,,,,,
嘔,eu3,烏侯,影,侯,上,開,流,一等,,,,,,,,,,,,,,,,,,,
呐,nuat7,女劣,娘,薛,入,合,山,三等,,,,,,,,,,,,,,,,,,,
吟,ngim2,鱼金,疑,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
嗆,tshioong6,七亮,清,陽,去,開,宕,三等,新字,,,,,,,,,,,,,,,,,,
吻,mun3,武粉,微,文,上,合,臻,三等,,,,,,,,,,,,,,,,,,,
吭,ong2,胡郎,匣,唐,平,開,宕,一等,另有上去聲,,,,,,,,,,,,,,,,,,
邑,ip8,於汲,影,緝,入,開,深,重钮三等,,,,,,,,,,,,,,,,,,,
囤,dun4,徒損,定,魂,上,合,臻,一等,,,,,,,,,,,,,,,,,,,
吮,zun4,食尹,船,諄,上,合,臻,三等,,,,,,,,,,,,,,,,,,,
嶇,khu1,豈俱,溪,虞,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
牡,mu3 meu3,莫厚,明,侯,上,開,流,一等,,,,,,,,,,,,,,,,,,,
佑,iu5,于救,云,尤,去,開,流,三等,,,,,,,,,,,,,,,,,,,
佃,dien5 dien2,堂練,定,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
佃,dien2,徒年,定,先,平,開,山,四等,,,,,,,,,,,,,,,,,,,
伺,si6,相吏,心,之,去,開,止,三等,,,,,,,,,,,,,,,,,,,
囪,tshaong1,倉紅,清,東,平,合,通,一等,,,,,,,,,,,,,,,,,,,
肛,gong1,古雙,見,江,平,開,江,二等,,,,,,,,,,,,,,,,,,,
肘,dziu3,陟柳,知,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
甸,dien5,堂練,定,先,去,開,山,四等,,,,,,,,,,,,,,,,,,,
狽,bai6,博蓋,幫,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
鳩,giu1,居求,見,尤,平,開,流,三等,,,,,,,,,,,,,,,,,,,
彤,daong2,徒冬,定,冬,平,合,通,一等,,,,,,,,,,,,,,,,,,,
灸,giu4,舉有,見,尤,上,開,流,三等,,,,,,,,,,,,,,,,,,,
刨,bao2,蒲交,並,肴,平,開,效,二等,,,,,,,,,,,,,,,,,,,
庇,bi5,必至,幫,脂,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
吝,len5,良刃,來,真,去,開,臻,三等,,,,,,,,,,,,,,,,,,,
廬,lv2,力居,來,魚,平,合,遇,三等,,,,,,,,,,,,,,,,,,,
閏,njun5,如順,日,諄,去,合,臻,三等,,,,,,,,,,,,,,,,,,,
兌,duai6,杜外,定,泰,去,合,蟹,一等,,,,,,,,,,,,,,,,,,,
灼,dzok7,之若,章,藥,入,開,宕,三等,,,,,,,,,,,,,,,,,,,
沐,mouk7,莫卜,明,屋,入,合,通,一等,,,,,,,,,,,,,,,,,,,
沛,phai6,普蓋,滂,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
汰,thai6,他蓋,透,泰,去,開,蟹,一等,,,,,,,,,,,,,,,,,,,
瀝,leik7,郎擊,來,錫,入,開,梗,四等,,,,,,,,,,,,,,,,,,,
淪,lun2,力迍,來,諄,平,合,臻,三等,,,,,,,,,,,,,,,,,,,
洶,hiaong1,許容,曉,鍾,平,合,通,三等,,,,,,,,,,,,,,,,,,,
滄,tshong1,七岡,清,唐,平,開,宕,一等,,,,,,,,,,,,,,,,,,,
滬,o3,侯古,匣,模,上,合,遇,一等,,,,,,,,,,,,,,,,,,,
忱,zim2,氏任,禪,侵,平,開,深,三等,,,,,,,,,,,,,,,,,,,
詛,dzv4,壯所,莊,魚,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
詐,dza5,側駕,莊,麻,去,開,假,二等,,,,,,,,,,,,,,,,,,,
罕,hang4,呼旱,曉,寒,上,開,山,一等,,,,,,,,,,,,,,,,,,,
屁,phi6,匹寐,滂,脂,去,開,止,重钮四等,,,,,,,,,,,,,,,,,,,
墜,dzui6,直類,澄,脂,去,合,止,三等,,,,,,,,,,,,,,,,,,,
妓,gi3,渠綺,群,支,上,開,止,重钮三等,,,,,,,,,,,,,,,,,,,
姊,dzi4,將几,精,脂,上,開,止,三等,,,,,,,,,,,,,,,,,,,
妒,do5,當故,端,模,去,合,遇,一等,,,,,,,,,,,,,,,,,,,
緯,ui5,于貴,云,微,去,合,止,三等,,,,,,,,,,,,,,,,,,,
玫,muai2,莫杯,明,灰,平,合,蟹,一等,,,,,,,,,,,,,,,,,,,
卦,guai6,古賣,見,佳,去,合,蟹,二等,,,,,,,,,,,,,,,,,,,
坷,kha4,枯我,溪,歌,上,開,果,一等,,,,,,,,,,,,,,,,,,,
坯,phuai1,芳杯,滂,灰,平,合,蟹,一等,,,,,,,,,,,,,,,,,,,
拓,thok8,他各,透,鐸,入,開,宕,一等,,,,,,,,,,,,,,,,,,,
坪,bian2,符兵,並,庚,平,開,梗,三等,,,,,,,,,,,,,,,,,,,
坤,khun1,苦昆,溪,魂,平,合,臻,一等,,,,,,,,,,,,,,,,,,,
拄,dzu3,知庾,知,虞,上,合,遇,三等,,,,,,,,,,,,,,,,,,,
擰,nian2,泥耕,娘,耕,平,開,梗,二等,,,,,,,,,,,,,,,,,,,
拂,fut7,敷勿,敷,物,入,合,臻,三等,,,,,,,,,,,,,,,,,,,
拙,dzuat7,職悅,章,薛,入,合,山,三等,,,,,,,,,,,,,,,,,,,
