#现代汉语语料库词语频率表;;;;
#语料规模:2000万字;;;;
#只列入出现次数大于50次的词;;;;
#下载自www.cncorpus.org语料库在线网站;;;;
;;;;
;;;;
id;词语;出现次数;频率（%）;累积频率（%）
12770;描;61;0.0006;89.3191
12771;在座;61;0.0006;89.3119
12772;表姐;61;0.0006;89.3149
12773;中东;61;0.0006;89.3137
12774;信封;61;0.0006;89.3131
12775;相称;61;0.0006;89.3125
12776;李白;61;0.0006;89.3437
12777;追踪;61;0.0006;89.3107
12778;希尔伯特;61;0.0006;89.3689
12779;反思;61;0.0006;89.3155
12780;杂乱;61;0.0006;89.3161
12781;地形图;61;0.0006;89.3167
12782;作案;61;0.0006;89.3173
12783;绝对真理;61;0.0006;89.3179
12784;陈设;61;0.0006;89.3209
12785;上百;61;0.0006;89.3185
12786;病虫害;61;0.0006;89.3197
12787;外套;61;0.0006;89.3203
12788;流失;61;0.0006;89.3227
12789;垂下;61;0.0006;89.3557
12790;内燃机;61;0.0006;89.3455
12791;辜负;61;0.0006;89.3461
12792;挂钩;61;0.0006;89.3467
12793;陶器;61;0.0006;89.3473
12794;滚动;61;0.0006;89.3479
12795;国产;61;0.0006;89.3485
12796;见效;61;0.0006;89.3491
12797;化成;61;0.0006;89.3563
12798;华人;61;0.0006;89.3503
12799;时装;61;0.0006;89.3449
12800;鳞片;61;0.0006;89.3515
12801;沐浴;61;0.0006;89.3521
12802;应邀;61;0.0006;89.3527
12803;省里;61;0.0006;89.3533
12804;不乏;61;0.0006;89.3539
12805;漂;61;0.0006;89.3545
12806;西边;61;0.0006;89.3551
12807;女生;61;0.0006;89.3395
12808;洋溢;61;0.0006;89.3509
12809;一模一样;61;0.0006;89.3497
12810;斋;61;0.0006;89.3341
12811;江波;61;0.0006;89.3347
12812;轻率;61;0.0006;89.3353
12813;拄;61;0.0006;89.3359
12814;英俊;61;0.0006;89.3365
12815;俯;61;0.0006;89.3371
12816;皿;61;0.0006;89.3377
12817;延长线;61;0.0006;89.3443
12818;收费;61;0.0006;89.3389
12819;室外;61;0.0006;89.3335
12820;矢量;61;0.0006;89.3401
12821;殖民者;61;0.0006;89.3407
12822;不适;61;0.0006;89.3413
12823;花芽;61;0.0006;89.3383
12824;中枢神经;61;0.0006;89.3419
12825;抑郁;61;0.0006;89.3221
12826;沙土;61;0.0006;89.3425
12827;座落;61;0.0006;89.3431
12828;垄断资本;61;0.0006;89.3113
12829;婶子;60;0.0006;89.4715
12830;心里话;60;0.0006;89.4625
12831;跳进;60;0.0006;89.4631
12832;车队;60;0.0006;89.4637
12833;圣人;60;0.0006;89.4643
12834;小楼;60;0.0006;89.4649
12835;总人口;60;0.0006;89.4721
12836;冲积;60;0.0006;89.4661
12837;担当;60;0.0006;89.4607
12838;长发;60;0.0006;89.4673
12839;一九五一;60;0.0006;89.4679
12840;平均值;60;0.0006;89.4685
12841;作成;60;0.0006;89.4691
12842;趾;60;0.0006;89.4697
12843;棒槌;60;0.0006;89.4703
12844;养猪;60;0.0006;89.4709
12845;大锅饭;60;0.0006;89.4553
12846;倒立;60;0.0006;89.4667
12847;长叹;60;0.0006;89.4655
12848;一例;60;0.0006;89.4499
12849;民政;60;0.0006;89.4505
12850;衷心;60;0.0006;89.4511
12851;告辞;60;0.0006;89.4517
12852;管家;60;0.0006;89.4523
12853;譬如说;60;0.0006;89.4529
12854;雷鸣;60;0.0006;89.4535
12855;非生产性;60;0.0006;89.4601
12856;翻阅;60;0.0006;89.4547
12857;第四纪;60;0.0006;89.4493
12858;维;60;0.0006;89.4559
12859;日内瓦;60;0.0006;89.4565
12860;伊犁;60;0.0006;89.4571
12861;胡乱;60;0.0006;89.4577
12862;独奏;60;0.0006;89.4583
12863;屑;60;0.0006;89.4589
12864;危及;60;0.0006;89.4595
12865;透视;60;0.0006;89.4541
12866;视力;60;0.0006;89.4829
12867;同源;60;0.0006;89.4853
12868;变色;60;0.0006;89.4877
12869;卑鄙;60;0.0006;89.4859
12870;物件;60;0.0006;89.4955
12871;间谍;60;0.0006;89.4871
12872;钉子;60;0.0006;89.4841
12873;长途;60;0.0006;89.4883
12874;纯朴;60;0.0006;89.4889
12875;其人;60;0.0006;89.4895
12876;榆树;60;0.0006;89.4943
12877;情调;60;0.0006;89.4907
12878;交货;60;0.0006;89.4913
12879;攻打;60;0.0006;89.4919
12880;山河;60;0.0006;89.4925
12881;坚韧;60;0.0006;89.4931
12882;如意;60;0.0006;89.4937
12883;附有;60;0.0006;89.4901
12884;头目;60;0.0006;89.4949
12885;比方说;60;0.0006;89.4865
12886;威;60;0.0006;89.4775
12887;痛恨;60;0.0006;89.4733
12888;库仑;60;0.0006;89.4739
12889;山楂;60;0.0006;89.4745
12890;绝迹;60;0.0006;89.4751
12891;饭后;60;0.0006;89.4757
12892;公报;60;0.0006;89.4763
12893;溃疡;60;0.0006;89.4769
12894;花冠;60;0.0006;89.4835
12895;消遣;60;0.0006;89.4781
12896;变速;60;0.0006;89.4727
12897;田径;60;0.0006;89.4793
12898;兴盛;60;0.0006;89.4799
12899;涵义;60;0.0006;89.4805
12900;柜子;60;0.0006;89.4811
12901;读到;60;0.0006;89.4817
12902;老天爷;60;0.0006;89.4787
12903;联军;60;0.0006;89.4823
12904;摆布;60;0.0006;89.4847
12905;香气;60;0.0006;89.4619
12906;土豆;60;0.0006;89.4361
12907;恍惚;60;0.0006;89.4157
12908;浓缩;60;0.0006;89.4193
12909;氨水;60;0.0006;89.4169
12910;科学史;60;0.0006;89.4175
12911;荒漠;60;0.0006;89.4181
12912;浑浊;60;0.0006;89.4187
12913;无辜;60;0.0006;89.4259
12914;五代;60;0.0006;89.4199
12915;螳螂;60;0.0006;89.4145
12916;剃;60;0.0006;89.4211
12917;左腿;60;0.0006;89.4217
12918;装出;60;0.0006;89.4223
12919;理所当然;60;0.0006;89.4229
12920;石英;60;0.0006;89.4235
12921;迟迟;60;0.0006;89.4241
12922;牵动;60;0.0006;89.4247
12923;思想意识;60;0.0006;89.4253
12924;说服力;60;0.0006;89.4205
12925;空话;60;0.0006;89.4079
12926;穷苦;60;0.0006;89.4049
12927;舵;60;0.0006;89.4055
12928;无理;60;0.0006;89.4061
12929;十字;60;0.0006;89.4067
12930;冰雹;60;0.0006;89.4073
12931;磅;60;0.0006;89.4037
12932;书架;60;0.0006;89.4085
12933;门窗;60;0.0006;89.4091
12934;领主;60;0.0006;89.4097
12935;华东;60;0.0006;89.4103
12936;各色;60;0.0006;89.4109
12937;硬要;60;0.0006;89.4115
12938;大气压;60;0.0006;89.4121
12939;研;60;0.0006;89.4127
12940;夜幕;60;0.0006;89.4139
12941;增至;60;0.0006;89.4133
12942;扎扎实实;60;0.0006;89.4043
12943;叙;60;0.0006;89.4163
12944;任凭;60;0.0006;89.4439
12945;总而言之;60;0.0006;89.4385
12946;水桶;60;0.0006;89.4391
12947;分家;60;0.0006;89.4397
12948;转让;60;0.0006;89.4403
12949;样样;60;0.0006;89.4409
12950;气喘吁吁;60;0.0006;89.4415
12951;几经;60;0.0006;89.4421
12952;断开;60;0.0006;89.4487
12953;题为;60;0.0006;89.4433
12954;围住;60;0.0006;89.4379
12955;财主;60;0.0006;89.4445
12956;法权;60;0.0006;89.4451
12957;三十三;60;0.0006;89.4457
12958;首脑;60;0.0006;89.4463
12959;牧民;60;0.0006;89.4469
12960;一九五三;60;0.0006;89.4475
12961;步行;60;0.0006;89.4481
12962;连成;60;0.0006;89.4271
12963;小燕子;60;0.0006;89.4325
12964;小胡子;60;0.0006;89.4151
12965;餐馆;60;0.0006;89.4313
12966;复原;60;0.0006;89.4427
12967;番茄;60;0.0006;89.4277
12968;回身;60;0.0006;89.4283
12969;此项;60;0.0006;89.4289
12970;罪过;60;0.0006;89.4295
12971;责怪;60;0.0006;89.4301
12972;步入;60;0.0006;89.4307
12973;珍;60;0.0006;89.4373
12974;草莓;60;0.0006;89.4319
12975;处死;60;0.0006;89.4265
12976;佟;60;0.0006;89.4331
12977;闪过;60;0.0006;89.4337
12978;奔放;60;0.0006;89.4343
12979;清兵;60;0.0006;89.4349
12980;殿;60;0.0006;89.4367
12981;敌机;60;0.0006;89.4355
12982;武士;60;0.0006;89.4613
12983;中央政府;59;0.0006;89.5537
12984;合营;59;0.0006;89.5543
12985;来历;59;0.0006;89.5549
12986;锰;59;0.0006;89.5555
12987;大刀;59;0.0006;89.5561
12988;追加;59;0.0006;89.5627
12989;热血;59;0.0006;89.5573
12990;表征;59;0.0006;89.5519
12991;晋升;59;0.0006;89.5585
12992;称得上;59;0.0006;89.5591
12993;切片;59;0.0006;89.5597
12994;自留地;59;0.0006;89.5603
12995;奋战;59;0.0006;89.5609
12996;袍;59;0.0006;89.5615
12997;海风;59;0.0006;89.5465
12998;总称;59;0.0006;89.5729
12999;开荒;59;0.0006;89.5579
13000;法典;59;0.0006;89.5621
13001;埋葬;59;0.0006;89.5567
13002;原故;59;0.0006;89.5417
13003;粘性;59;0.0006;89.5423
13004;火线;59;0.0006;89.5429
13005;歉意;59;0.0006;89.5435
13006;野菜;59;0.0006;89.5441
13007;九点;59;0.0006;89.5447
13008;核定;59;0.0006;89.5513
13009;午;59;0.0006;89.5459
13010;辅导;59;0.0006;89.5411
13011;师付;59;0.0006;89.5471
13012;开学;59;0.0006;89.5477
13013;可悲;59;0.0006;89.5483
13014;星光;59;0.0006;89.5489
13015;绞;59;0.0006;89.5495
13016;银河系;59;0.0006;89.5501
13017;锋芒;59;0.0006;89.5507
13018;红灯;59;0.0006;89.5453
13019;感光;59;0.0006;89.5723
13020;减慢;59;0.0006;89.5753
13021;变幻;59;0.0006;89.5765
13022;殷勤;59;0.0006;89.5747
13023;无政府;59;0.0006;89.5771
13024;冰凉;59;0.0006;89.5777
13025;满口;59;0.0006;89.5783
13026;不坏;59;0.0006;89.5789
13027;爱尔兰;59;0.0006;89.5795
13028;金属元素;59;0.0006;89.5801
13029;天安门;59;0.0006;89.5807
13030;知识青年;59;0.0006;89.5819
13031;古城;59;0.0006;89.5825
13032;极有;59;0.0006;89.5831
13033;航;59;0.0006;89.5837
13034;控诉;59;0.0006;89.5843
13035;建起;59;0.0006;89.5849
13036;省略;59;0.0006;89.5813
13037;机床;59;0.0006;89.5855
13038;谈谈;59;0.0006;89.5681
13039;看中;59;0.0006;89.5639
13040;血红蛋白;59;0.0006;89.5645
13041;五色;59;0.0006;89.5651
13042;过重;59;0.0006;89.5657
13043;棉布;59;0.0006;89.5663
13044;海豚;59;0.0006;89.5693
13045;守法;59;0.0006;89.5675
13046;海流;59;0.0006;89.5759
13047;健美;59;0.0006;89.5741
13048;挤满;59;0.0006;89.5687
13049;舰;59;0.0006;89.5633
13050;雌蕊;59;0.0006;89.5699
13051;传记;59;0.0006;89.5705
13052;东面;59;0.0006;89.5711
13053;匣;59;0.0006;89.5717
13054;限定;59;0.0006;89.5669
13055;独有;59;0.0006;89.5735
13056;人民大会堂;59;0.0006;89.5531
13057;分层;59;0.0006;89.5285
13058;拔出;59;0.0006;89.5075
13059;撮;59;0.0006;89.5525
13060;供需;59;0.0006;89.5093
13061;兼并;59;0.0006;89.5099
13062;衬托;59;0.0006;89.5105
13063;竣工;59;0.0006;89.5111
13064;手电筒;59;0.0006;89.5177
13065;统制;59;0.0006;89.5123
13066;纵深;59;0.0006;89.5051
13067;信贷资金;59;0.0006;89.5069
13068;提包;59;0.0006;89.5117
13069;得力;59;0.0006;89.5135
13070;廊;59;0.0006;89.5141
13071;窘;59;0.0006;89.5147
13072;患有;59;0.0006;89.5153
13073;死死;59;0.0006;89.5159
13074;唯物史观;59;0.0006;89.5165
13075;势力范围;59;0.0006;89.5171
13076;醒目;59;0.0006;89.5129
13077;班组;59;0.0006;89.4997
13078;开刀;59;0.0006;89.4991
13079;虚幻;59;0.0006;89.5003
13080;赶不上;59;0.0006;89.4985
13081;绳索;59;0.0006;89.4979
13082;腾出;59;0.0006;89.4973
13083;特产;59;0.0006;89.4967
13084;迷失;59;0.0006;89.4961
13085;党校;59;0.0006;89.5009
13086;兄妹;59;0.0006;89.5015
13087;笑说;59;0.0006;89.5021
13088;蒋经国;59;0.0006;89.5027
13089;亡国;59;0.0006;89.5033
13090;下功夫;59;0.0006;89.5039
13091;绷;59;0.0006;89.5063
13092;丸;59;0.0006;89.5045
13093;指南;59;0.0006;89.5057
13094;西亚;59;0.0006;89.5087
13095;营救;59;0.0006;89.5357
13096;革命性;59;0.0006;89.5303
13097;制造业;59;0.0006;89.5309
13098;浇水;59;0.0006;89.5315
13099;老鹰;59;0.0006;89.5321
13100;造诣;59;0.0006;89.5327
13101;感想;59;0.0006;89.5333
13102;聘;59;0.0006;89.5339
13103;唱片;59;0.0006;89.5405
13104;体表;59;0.0006;89.5351
13105;击败;59;0.0006;89.5297
13106;世界性;59;0.0006;89.5363
13107;满地;59;0.0006;89.5369
13108;乍;59;0.0006;89.5375
13109;混为一谈;59;0.0006;89.5381
13110;导出;59;0.0006;89.5387
13111;浩瀚;59;0.0006;89.5393
13112;生来;59;0.0006;89.5189
13113;导航;59;0.0006;89.5243
13114;一年四季;59;0.0006;89.5081
13115;末了;59;0.0006;89.5231
13116;阿拉伯人;59;0.0006;89.5345
13117;气功;59;0.0006;89.5195
13118;理发;59;0.0006;89.5201
13119;小凤;59;0.0006;89.5207
13120;乡亲;59;0.0006;89.5213
13121;师父;59;0.0006;89.5219
13122;玩弄;59;0.0006;89.5225
13123;妩媚;59;0.0006;89.5291
13124;宾客;59;0.0006;89.5237
13125;窟;59;0.0006;89.5183
13126;拼音;59;0.0006;89.5249
13127;初一;59;0.0006;89.5255
13128;过快;59;0.0006;89.5261
13129;绿色植物;59;0.0006;89.5267
13130;篝火;59;0.0006;89.5273
13131;伙食;59;0.0006;89.5279
13132;扭曲;59;0.0006;89.5399
13133;不语;58;0.0006;89.6737
13134;获奖;58;0.0006;89.6461
13135;致密;58;0.0006;89.6467
13136;污;58;0.0006;89.6473
13137;洋流;58;0.0006;89.6479
13138;黄豆;58;0.0006;89.6485
13139;昏暗;58;0.0006;89.6491
13140;心意;58;0.0006;89.6563
13141;控;58;0.0006;89.6503
13142;开封;58;0.0006;89.6449
13143;小冬子;58;0.0006;89.6515
13144;打完;58;0.0006;89.6521
13145;木棍;58;0.0006;89.6527
13146;肺炎;58;0.0006;89.6533
13147;亚运会;58;0.0006;89.6539
13148;糯米;58;0.0006;89.6545
13149;匪徒;58;0.0006;89.6677
13150;名堂;58;0.0006;89.6551
13151;新增;58;0.0006;89.6509
13152;离别;58;0.0006;89.6557
13153;触角;58;0.0006;89.6389
13154;对抗性;58;0.0006;89.6377
13155;捎;58;0.0006;89.6497
13156;颊;58;0.0006;89.6341
13157;深渊;58;0.0006;89.6347
13158;扼杀;58;0.0006;89.6353
13159;溶化;58;0.0006;89.6359
13160;诱;58;0.0006;89.6365
13161;英明;58;0.0006;89.6371
13162;动身;58;0.0006;89.6443
13163;戒指;58;0.0006;89.6383
13164;虽则;58;0.0006;89.6329
13165;客户;58;0.0006;89.6395
13166;触犯;58;0.0006;89.6401
13167;气态;58;0.0006;89.6407
13168;选为;58;0.0006;89.6413
13169;经济合同;58;0.0006;89.6419
13170;冻疮;58;0.0006;89.6425
13171;清查;58;0.0006;89.6431
13172;母女;58;0.0006;89.6437
13173;截至;58;0.0006;89.6335
13174;中专;58;0.0006;89.6671
13175;纱布;58;0.0006;89.6695
13176;五十万;58;0.0006;89.6707
13177;子叶;58;0.0006;89.6689
13178;纵然;58;0.0006;89.6719
13179;导向;58;0.0006;89.6731
13180;网状;58;0.0006;89.6743
13181;形式化;58;0.0006;89.6749
13182;强加;58;0.0006;89.6755
13183;清末;58;0.0006;89.6767
13184;车马;58;0.0006;89.6773
13185;立方;58;0.0006;89.6779
13186;型号;58;0.0006;89.6785
13187;墨水;58;0.0006;89.6791
13188;检疫;58;0.0006;89.6797
13189;实实在在;58;0.0006;89.6761
13190;高耸;58;0.0006;89.6803
13191;疑虑;58;0.0006;89.6713
13192;社会民主党;58;0.0006;89.6617
13193;难为情;58;0.0006;89.6575
13194;具体化;58;0.0006;89.6581
13195;录用;58;0.0006;89.6587
13196;抵触;58;0.0006;89.6593
13197;灾区;58;0.0006;89.6599
13198;憔悴;58;0.0006;89.6605
13199;军用;58;0.0006;89.6611
13200;全国代表大会;58;0.0006;89.6629
13201;缠绕;58;0.0006;89.6683
13202;锯;58;0.0006;89.6701
13203;隔开;58;0.0006;89.6623
13204;军团;58;0.0006;89.6569
13205;看重;58;0.0006;89.6635
13206;动情;58;0.0006;89.6641
13207;畅通;58;0.0006;89.6647
13208;官僚资本主义;58;0.0006;89.6653
13209;产权;58;0.0006;89.6659
13210;西装;58;0.0006;89.6665
13211;加工厂;58;0.0006;89.6455
13212;民办;58;0.0006;89.6197
13213;任教;58;0.0006;89.5993
13214;可比;58;0.0006;89.6023
13215;宜昌;58;0.0006;89.5999
13216;放宽;58;0.0006;89.6005
13217;东非;58;0.0006;89.6011
13218;险恶;58;0.0006;89.6017
13219;礼品;58;0.0006;89.6089
13220;吞食;58;0.0006;89.6029
13221;仰望;58;0.0006;89.5975
13222;对立统一;58;0.0006;89.6041
13223;注册;58;0.0006;89.6047
13224;花瓶;58;0.0006;89.6053
13225;秋收;58;0.0006;89.6059
13226;清廷;58;0.0006;89.6065
13227;而外;58;0.0006;89.6071
13228;分寸;58;0.0006;89.6077
13229;割断;58;0.0006;89.6083
13230;潮汐;58;0.0006;89.6035
13231;文武;58;0.0006;89.5945
13232;吼叫;58;0.0006;89.5897
13233;深秋;58;0.0006;89.5909
13234;笑笑;58;0.0006;89.5885
13235;诗词;58;0.0006;89.5879
13236;业已;58;0.0006;89.5873
13237;系统工程;58;0.0006;89.5867
13238;炽热;58;0.0006;89.5861
13239;劳苦;58;0.0006;89.5891
13240;豪;58;0.0006;89.5915
13241;市内;58;0.0006;89.5921
13242;感受性;58;0.0006;89.5927
13243;击中;58;0.0006;89.5981
13244;探究;58;0.0006;89.5969
13245;条子;58;0.0006;89.6725
13246;航天飞机;58;0.0006;89.5939
13247;救命;58;0.0006;89.5903
13248;啄;58;0.0006;89.5951
13249;查处;58;0.0006;89.5933
13250;柯;58;0.0006;89.5957
13251;打的;58;0.0006;89.5963
13252;史记;58;0.0006;89.5987
13253;面条;58;0.0006;89.6317
13254;对立面;58;0.0006;89.6215
13255;秃;58;0.0006;89.6221
13256;一百万;58;0.0006;89.6227
13257;苦苦;58;0.0006;89.6233
13258;概况;58;0.0006;89.6239
13259;奔向;58;0.0006;89.6245
13260;玫瑰;58;0.0006;89.6251
13261;扎根;58;0.0006;89.6323
13262;闸;58;0.0006;89.6263
13263;往年;58;0.0006;89.6209
13264;桃子;58;0.0006;89.6275
13265;团聚;58;0.0006;89.6281
13266;清早;58;0.0006;89.6287
13267;打入;58;0.0006;89.6293
13268;长篇小说;58;0.0006;89.6299
13269;著称;58;0.0006;89.6305
13270;保加利亚;58;0.0006;89.6311
13271;孙子兵法;58;0.0006;89.6155
13272;京师;58;0.0006;89.6269
13273;进行曲;58;0.0006;89.6257
13274;呆板;58;0.0006;89.6101
13275;狭长;58;0.0006;89.6107
13276;临死;58;0.0006;89.6113
13277;灯下;58;0.0006;89.6119
13278;创制;58;0.0006;89.6125
13279;商品化;58;0.0006;89.6131
13280;毒物;58;0.0006;89.6137
13281;蚊;58;0.0006;89.6203
13282;多方;58;0.0006;89.6149
13283;淫;58;0.0006;89.6095
13284;喉;58;0.0006;89.6161
13285;董事长;58;0.0006;89.6167
13286;发疯;58;0.0006;89.6173
13287;画画;58;0.0006;89.6179
13288;亲家;58;0.0006;89.6185
13289;中央集权;58;0.0006;89.6143
13290;燃着;58;0.0006;89.6191
13291;托人;57;0.0006;89.7511
13292;谷地;57;0.0006;89.7517
13293;多元;57;0.0006;89.7763
13294;军部;57;0.0006;89.7529
13295;熟知;57;0.0006;89.7571
13296;传遍;57;0.0006;89.7535
13297;相隔;57;0.0006;89.7541
13298;黑狗;57;0.0006;89.7547
13299;牵连;57;0.0006;89.7553
13300;喂养;57;0.0006;89.7631
13301;听者;57;0.0006;89.7565
13302;转而;57;0.0006;89.7499
13303;篮球;57;0.0006;89.7577
13304;准确性;57;0.0006;89.7583
13305;总管;57;0.0006;89.7589
13306;断然;57;0.0006;89.7595
13307;差一点;57;0.0006;89.7601
13308;红叶;57;0.0006;89.7607
13309;桑叶;57;0.0006;89.7613
13310;他老人家;57;0.0006;89.7619
13311;金丝猴;57;0.0006;89.7625
13312;苏区;57;0.0006;89.7433
13313;低层;57;0.0006;89.7421
13314;副热带;57;0.0006;89.7559
13315;高呼;57;0.0006;89.7373
13316;白昼;57;0.0006;89.7379
13317;车门;57;0.0006;89.7385
13318;史文远;57;0.0006;89.7391
13319;工事;57;0.0006;89.7397
13320;抗原;57;0.0006;89.7403
13321;结核;57;0.0006;89.7409
13322;晚餐;57;0.0006;89.7415
13323;带给;57;0.0006;89.7493
13324;中游;57;0.0006;89.7427
13325;圣地;57;0.0006;89.7361
13326;上任;57;0.0006;89.7439
13327;当日;57;0.0006;89.7445
13328;脸庞;57;0.0006;89.7451
13329;烹调;57;0.0006;89.7457
13330;叛变;57;0.0006;89.7463
13331;一晃;57;0.0006;89.7469
13332;便衣;57;0.0006;89.7475
13333;远去;57;0.0006;89.7481
13334;胜负;57;0.0006;89.7487
13335;吓人;57;0.0006;89.7367
13336;自此;57;0.0006;89.7757
13337;重物;57;0.0006;89.7799
13338;爽快;57;0.0006;89.7781
13339;索马里;57;0.0006;89.7805
13340;听起来;57;0.0006;89.7775
13341;名贵;57;0.0006;89.7811
13342;填充;57;0.0006;89.7817
13343;长河;57;0.0006;89.7823
13344;西面;57;0.0006;89.7829
13345;费力;57;0.0006;89.7835
13346;同构;57;0.0006;89.7841
13347;三十七;57;0.0006;89.7859
13348;做完;57;0.0006;89.7913
13349;基调;57;0.0006;89.7907
13350;吃喝;57;0.0006;89.7901
13351;志愿军;57;0.0006;89.7895
13352;山石;57;0.0006;89.7889
13353;手套;57;0.0006;89.7883
13354;恼;57;0.0006;89.7847
13355;蚕丝;57;0.0006;89.7871
13356;交界;57;0.0006;89.7853
13357;小城;57;0.0006;89.7865
13358;国计民生;57;0.0006;89.7877
13359;本职工作;57;0.0006;89.7793
13360;实业;57;0.0006;89.7697
13361;谭嗣同;57;0.0006;89.7643
13362;触发;57;0.0006;89.7649
13363;马蹄;57;0.0006;89.7655
13364;机关枪;57;0.0006;89.7661
13365;坦然;57;0.0006;89.7667
13366;富饶;57;0.0006;89.7673
13367;黑猫;57;0.0006;89.7679
13368;尝到;57;0.0006;89.7685
13369;喔;57;0.0006;89.7691
13370;吕布;57;0.0006;89.7769
13371;满是;57;0.0006;89.7703
13372;报馆;57;0.0006;89.7637
13373;教法;57;0.0006;89.7715
13374;龟;57;0.0006;89.7721
13375;特异;57;0.0006;89.7727
13376;裂缝;57;0.0006;89.7733
13377;题词;57;0.0006;89.7739
13378;朱占标;57;0.0006;89.7709
13379;白矮星;57;0.0006;89.7745
13380;尚书;57;0.0006;89.7787
13381;浓密;57;0.0006;89.7751
13382;扰;57;0.0006;89.7523
13383;衣物;57;0.0006;89.7175
13384;首创;57;0.0006;89.6965
13385;马虎;57;0.0006;89.6935
13386;莫大;57;0.0006;89.6971
13387;门槛;57;0.0006;89.7007
13388;体型;57;0.0006;89.6977
13389;笼统;57;0.0006;89.6983
13390;功利;57;0.0006;89.6989
13391;男方;57;0.0006;89.6995
13392;可变;57;0.0006;89.7001
13393;外行;57;0.0006;89.7079
13394;下楼;57;0.0006;89.7013
13395;耐力;57;0.0006;89.6947
13396;书刊;57;0.0006;89.7025
13397;精辟;57;0.0006;89.7031
13398;造船;57;0.0006;89.7037
13399;开凿;57;0.0006;89.7043
13400;写生;57;0.0006;89.7049
13401;宇宙飞船;57;0.0006;89.7055
13402;救出;57;0.0006;89.7061
13403;圈儿;57;0.0006;89.7067
13404;亿万;57;0.0006;89.7073
13405;小脚;57;0.0006;89.7019
13406;流利;57;0.0006;89.6905
13407;玄;57;0.0006;89.6863
13408;飞扬;57;0.0006;89.6851
13409;个头;57;0.0006;89.6869
13410;粗细;57;0.0006;89.6839
13411;行情;57;0.0006;89.6833
13412;巡捕;57;0.0006;89.6827
13413;吱吱;57;0.0006;89.6821
13414;想见;57;0.0006;89.6815
13415;标出;57;0.0006;89.6809
13416;假若;57;0.0006;89.6845
13417;同盟会;57;0.0006;89.6875
13418;通到;57;0.0006;89.6881
13419;内疚;57;0.0006;89.6887
13420;虹;57;0.0006;89.6941
13421;海岛;57;0.0006;89.6899
13422;澳;57;0.0006;89.6857
13423;偏转;57;0.0006;89.6911
13424;播出;57;0.0006;89.6917
13425;上都;57;0.0006;89.6893
13426;境遇;57;0.0006;89.6929
13427;保养;57;0.0006;89.6923
13428;北京大学;57;0.0006;89.6959
13429;北海;57;0.0006;89.7295
13430;食性;57;0.0006;89.7229
13431;谋略;57;0.0006;89.7235
13432;可耻;57;0.0006;89.7241
13433;迟早;57;0.0006;89.7247
13434;忽地;57;0.0006;89.7253
13435;不法;57;0.0006;89.7259
13436;癌症;57;0.0006;89.7265
13437;滔滔;57;0.0006;89.7271
13438;屁;57;0.0006;89.7277
13439;江湖;57;0.0006;89.7355
13440;食指;57;0.0006;89.7289
13441;电池组;57;0.0006;89.7223
13442;理念;57;0.0006;89.7301
13443;村民;57;0.0006;89.7307
13444;急急忙忙;57;0.0006;89.7313
13445;画展;57;0.0006;89.7319
13446;土层;57;0.0006;89.7325
13447;军费;57;0.0006;89.7331
13448;元朝;57;0.0006;89.7337
13449;一九五七;57;0.0006;89.7343
13450;燕;57;0.0006;89.7349
13451;柴油机;57;0.0006;89.7157
13452;圆锥;57;0.0006;89.7145
13453;羞愧;57;0.0006;89.7283
13454;无产者;57;0.0006;89.7097
13455;投射;57;0.0006;89.7103
13456;政体;57;0.0006;89.7109
13457;烈;57;0.0006;89.7115
13458;生态学;57;0.0006;89.7121
13459;猿;57;0.0006;89.7127
13460;实话;57;0.0006;89.7133
13461;相切;57;0.0006;89.7139
13462;缚;57;0.0006;89.7217
13463;概;57;0.0006;89.7151
13464;颠覆;57;0.0006;89.7085
13465;南宋;57;0.0006;89.7163
13466;倾诉;57;0.0006;89.7169
13467;摩尔根;57;0.0006;89.7091
13468;当众;57;0.0006;89.7181
13469;结识;57;0.0006;89.6953
13470;脚跟;57;0.0006;89.7193
13471;重伤;57;0.0006;89.7199
13472;降温;57;0.0006;89.7205
13473;赞;57;0.0006;89.7187
13474;无锡;57;0.0006;89.7211
13475;解放思想;57;0.0006;89.7505
13476;共青团员;56;0.0006;89.8561
13477;恰恰相反;56;0.0006;89.8567
13478;外貌;56;0.0006;89.8573
13479;货款;56;0.0006;89.8579
13480;精炼;56;0.0006;89.8585
13481;撵;56;0.0006;89.8591
13482;驻扎;56;0.0006;89.8663
13483;挥发;56;0.0006;89.8603
13484;写照;56;0.0006;89.8543
13485;皮球;56;0.0006;89.8615
13486;屹立;56;0.0006;89.8621
13487;沾满;56;0.0006;89.8627
13488;椭圆形;56;0.0006;89.8633
13489;轮子;56;0.0006;89.8639
13490;学识;56;0.0006;89.8645
13491;涨价;56;0.0006;89.8651
13492;版画;56;0.0006;89.8771
13493;集市贸易;56;0.0006;89.8657
13494;构件;56;0.0006;89.8609
13495;大成;56;0.0006;89.8483
13496;摊开;56;0.0006;89.8471
13497;阎;56;0.0006;89.8597
13498;讲给;56;0.0006;89.8429
13499;肥力;56;0.0006;89.8435
13500;多姿;56;0.0006;89.8441
13501;肿大;56;0.0006;89.8447
13502;大总统;56;0.0006;89.8453
13503;援;56;0.0006;89.8459
13504;家兔;56;0.0006;89.8465
13505;南半球;56;0.0006;89.8537
13506;上楼;56;0.0006;89.8477
